Index,Marka Kodu,Tip Kodu,Marka Adı,Tip Adı
11772,114,2284,PEUGEOT,2008 ACTIVE 1.5 BLUEHDI 110 MT6
11773,114,2285,PEUGEOT,RIFTER GT 1.5 BLUEHDI 130 EAT8
11774,114,2286,PEUGEOT,208 ALLURE SELECTION 1.2 PURETECH 130 EAT8
11775,114,2287,PEUGEOT,208 ALLURE 1.5 BLUHDI 130 EAT8
11776,114,2288,PEUGEOT,208 ACTIVE 1.5 BLUEHDI 100 MT
11777,114,2289,PEUGEOT,BOXER VAN L2H2 BLUEHDI 165 11M3
11778,114,2290,PEUGEOT,308 GT 1.5 BLUEHDI 130 S&S EAT8
11779,114,2291,PEUGEOT,508 GT SELECTION 1.6 PURETECH 180 EAT8
11780,114,2292,PEUGEOT,2008 ALLURE BUSINESS DYNAMIC 1.2 PURETECH 130
11781,114,2293,PEUGEOT,2008 ALLUREROADTRIPDYNAMIC 1.2 PURETECH 130
11782,114,2294,PEUGEOT,2008 ALLUREBUSINESSDYNAMIC 1.2 PTECH 130 EAT8
11783,114,2295,PEUGEOT,2008 ALLUREROADTRIPDYNAMIC 1.2 PTECH 130 EAT8
11784,114,2296,PEUGEOT,2008 GT DYNAMIC 1.2 PURETECH 130 EAT8
11785,114,2297,PEUGEOT,2008 GT DYNAMIC PLUS 1.2 PURETECH 130 EAT8
11786,114,2298,PEUGEOT,2008 ALLURE DYNAMIC 1.5 BLUEHDI 110
11787,114,2299,PEUGEOT,2008 ALLURE BUSINESS DYNAMIC 1.5 BLUEHDI 110
11788,114,2300,PEUGEOT,2008 ALLURE ROAD TRIP DYNAMIC 1.5 BLUEHDI 110
11789,114,2301,PEUGEOT,2008 ALLUREBUSINESSDYNAMIC 1.5BLUEHDI130 EAT8
11790,114,2302,PEUGEOT,2008 ALLUREROADTRIPDYNAMIC 1.5BLUEHDI130 EAT8
11791,114,2303,PEUGEOT,2008 GT DYNAMIC 1.5 BLUEHDI 130 EAT8
11792,114,2304,PEUGEOT,2008 GT DYNAMIC PLUS 1.5 BLUEHDI 130 EAT8
11793,114,2305,PEUGEOT,3008 GT SELECTIONDYNAMIC 1.6PURETECH 180 EAT8
11794,114,2306,PEUGEOT,3008 GT DYNAMIC 1.6 PURETECH 180 EAT8
11795,114,2307,PEUGEOT,3008 GT SELECTIONDYNAMIC 1.5 BLUEHDI 130 EAT8
11796,114,2308,PEUGEOT,3008 GT DYNAMIC 1.5 BLUEHDI 130 EAT8
11797,114,2309,PEUGEOT,EXPERT VAN DYNAMIC L3 2.0 BLUEHDI 120
11798,114,2310,PEUGEOT,2008 ACTIVE DYNAMIC 1.2 PURETECH 100
11799,114,2311,PEUGEOT,2008 ACTIVE DYNAMIC 1.5 BLUEHDI 110
11800,114,2312,PEUGEOT,2008 ALLURE DYNAMIC 1.2 PURETECH 130
11801,114,2313,PEUGEOT,208 ACTIVE DYNAMIC 1.2 PURETECH 100 EAT8
11802,114,2314,PEUGEOT,208 ALLURE DYNAMIC 1.2 PURETECH 100 EAT8
11803,114,2315,PEUGEOT,208 ALLURE DYNAMIC 1.2 PURETECH 130 EAT8
11804,114,2316,PEUGEOT,308 ACTIVE STYLE DYNAMIC 1.2PURETECH 130 EAT8
11805,114,2317,PEUGEOT,308 ACTIVE STYLE DYNAMIC 1.5 BLUEHDI 130 EAT8
11806,114,2318,PEUGEOT,308 GT DYNAMIC 1.2 PURETECH 130 EAT8
11807,114,2319,PEUGEOT,PARTNER VAN DYNAMIC 1.5 BLUEHDI
11808,114,2320,PEUGEOT,EXPERT VAN DYNAMIC L2 2.0 BLUEHDI 120
11809,114,2321,PEUGEOT,EXPERT VAN DYNAMIC L2 1.5 BLUEHDI 120
11810,114,2322,PEUGEOT,206+ 1.1i (60)
11811,114,2323,PEUGEOT,EXPERT VAN UZUN L3 2.0 BLUEHDI 140
11812,114,2324,PEUGEOT,2008 ALLURE DYNAMIC 1.2 PURETECH 100 MT
11813,114,2325,PEUGEOT,5008 ALLURE 1.6 PURETECH 180 EAT8 (PS1)
11814,114,2326,PEUGEOT,RIFTER ALLURE 1.5 BLUEHDI 130 6MT E6.3
11815,114,2327,PEUGEOT,BOXER VAN L2H2 BLUEHDI 165 11.5 M3 E6.3
11816,114,2328,PEUGEOT,BOXER VAN L3H2 2.2 BLUEHDI 140 13M3 E6.3
11817,114,2329,PEUGEOT,BOXER VAN L4H2 2.2 HDI 165 15M3 E6.3
11818,114,2330,PEUGEOT,BOXER VAN L4H3 2.2 BLUEHDI 165 17M3 E6.3
11819,114,2331,PEUGEOT,RIFTER ACTIVE PRO 1.5 BLUEHDI 100 E6.3
11820,114,2332,PEUGEOT,RIFTER ALLURE 1.5 BLUEHDI 100 6MT E6.3
11821,114,2333,PEUGEOT,e-2008 GT
11822,114,2334,PEUGEOT,208 ACTIVE DYNAMIC 1.2 PURETECH 75
11823,114,2335,PEUGEOT,208 PRIME 1.2 PURETECH 75 MT5
11824,114,2336,PEUGEOT,208 PRIME SELECTION 1.2 PURETECH 100 EAT8
11825,114,2337,PEUGEOT,208 PRIME 1.5 BLUEHDI 130 EAT8
11826,114,2339,PEUGEOT,BOXER VAN L4H2 2.2 BLUEHDI 165 E6.3 15M3 4TON
11827,114,2340,PEUGEOT,2008 ACTIVE DYNAMIC 1.2 PURETECH 130 6MT
11828,114,2341,PEUGEOT,EXPERT VAN UZUN L3 2.0 BLUEHDI 145
11829,114,2342,PEUGEOT,EXPERT COMBI VAN 4+1 2.0 BLUEHDI 145 E6.3
11830,114,2343,PEUGEOT,EXPERT CITY VAN 5+1 2.0 BLUEHDI 145 E6.3
11831,114,2344,PEUGEOT,PARTNER VAN UZUN COMFORT 1.5 BLUEHDI 100 6.3
11832,114,2345,PEUGEOT,e-2008 GT 100KW
11833,114,2346,PEUGEOT,208 ACTIVE PRIME 1.2 75
11834,114,2347,PEUGEOT,508 ACTIVE PRIME 1.5 BLUEHDI 130 EAT8
11835,114,2348,PEUGEOT,308 GT 1.2 PURETECH 130 EAT8
11836,114,2349,PEUGEOT,BOXERMINIBUSOKUL 16+1 L4H2 2.2BLUEHDI 165 6.3
11837,114,2350,PEUGEOT,308 ACTIVE PRIME 1.2 PURETECH 130 EAT8
11838,114,2351,PEUGEOT,308 ALLURE 1.2 PURETECH 130 EAT8
11839,114,2352,PEUGEOT,208 ACTIVE PRIME 1.2 PURETECH 100 EAT8
11840,114,2353,PEUGEOT,2008 ACTIVE PRIME 1.2 PURETECH 100
11841,114,2354,PEUGEOT,2008 ACTIVE PRIME 1.2 PURETECH 130 EAT8
11842,114,2355,PEUGEOT,2008 ACTIVE PRIME 1.5 BLUEHDI 130 EAT8
11843,114,2356,PEUGEOT,208 GT DYNAMIC 1.2 PURETECH 130 EAT8
11844,114,2357,PEUGEOT,2008 ALLURE DYNAMIC PLUS 1.2 PURETECH 130EAT8
11845,114,2358,PEUGEOT,3008 ALLURE DYNAMIC PLUS 1.5 B.HDI 130 EAT8
11846,114,2359,PEUGEOT,5008 GT DYNAMIC 1.6 PURETECH 180 EAT8
11847,114,2360,PEUGEOT,5008 GT DYNAMIC 1.5 BLUEHDI 130 EAT8
11848,114,2361,PEUGEOT,408 ALLURE 1.2 PURETECH 130 EAT8
11849,114,2362,PEUGEOT,408 GT 1.2 PURETECH 130 EAT8
11850,114,2363,PEUGEOT,TRAVELLER L3 8+1 2.0 BLUEHDI 145
11851,114,2364,PEUGEOT,BOXER VAN L3H2 2.2 BLUEHDI 165 13M3
11852,114,2365,PEUGEOT,508 ALLURE FL 1.5 BLUEHDI 130 EAT8
11853,114,2366,PEUGEOT,508 GT FL 1.5 BLUEHDI 130 EAT8
11854,114,2367,PEUGEOT,2008 ALLURE 1.2 PURETECH 130 EAT8 FL
11855,114,2368,PEUGEOT,2008 GT 1.2 PURETECH 130 EAT8 FL
11856,114,2369,PEUGEOT,2008 ALLURE 1.5 BLUEHDI 130 EAT8 FL
11857,114,2370,PEUGEOT,2008 GT 1.5 BLUEHDI 130 EAT8 FL
11858,114,2371,PEUGEOT,e-2008 GT 115KW FL
11859,114,2372,PEUGEOT,308 ACTIVE PRIME 1.2 PURETECH 130
11860,114,2373,PEUGEOT,2008 ACTIVE PRIME 1.2 PURETECH 130 EAT8 FL
11861,114,2374,PEUGEOT,2008 ACTIVE PRIME 1.5 BLUEHDI 130 EAT8 FL
11862,114,2375,PEUGEOT,3008 GT 1.2 HYBRID 136 eDCS6
11863,114,2376,PEUGEOT,5008 GT 1.2 HYBRID 136 eDCS6
11864,114,2377,PEUGEOT,E-308 GT 115KW
11865,114,2378,PEUGEOT,e-2008 ALLURE 100KW FL
11866,114,2379,PEUGEOT,208 ACTIVE PRIME 1.2 PURETECH 100 EAT8 6.4 FL
11867,114,2380,PEUGEOT,208 ALLURE 1.2 PURETECH 130 EAT8 6.4 FL
11868,114,2381,PEUGEOT,208 GT 1.2 PURETECH 130 EAT8 6.4 FL
11869,114,2382,PEUGEOT,E-208 GT 100KW
11870,114,2383,PEUGEOT,208 GT 1.2 136 HYBRID FL
11871,114,2384,PEUGEOT,RIFTER ALLURE 1.5 BLUEHDI 130 FL
11872,114,2385,PEUGEOT,RIFTER ALLURE 1.5 BLUEHDI 130 EAT8 FL
11873,114,2386,PEUGEOT,RIFTER GT 1.5 BLUEHDI 130 EAT8 FL
11874,114,2387,PEUGEOT,PARTNER VAN UZUN COMFORT 1.5 BLUEHDI 100 FL
11875,114,2388,PEUGEOT,PARTNER VAN UZUN COMFORT 1.5 B.HDI 130 AT FL
11876,114,2389,PEUGEOT,BOXER VAN L4H2 2.2 BLUEHDI 165 S&S 15M3 FL
11877,114,2390,PEUGEOT,BOXER VAN L4H2 2.2 B.HDI 165 S&S 15M3 AT FL
11878,114,2391,PEUGEOT,BOXER VAN L4H3 2.2 BLUEHDI 165 S&S 17M3 FL
11879,114,2392,PEUGEOT,BOXER VAN L4H2 2.2 BLUEHDI 165 15M3 4TON FL
11880,114,2393,PEUGEOT,EXPERT VAN STANDART L2 1.5 BLUEHDI 120 FL
11881,114,2394,PEUGEOT,EXPERT VAN UZUN L3 2.0 BLUEHDI 145 FL
11882,114,2395,PEUGEOT,TRAVELLER ALLURE L3 8+1 2.0 B.HDI 180 EAT8FL
11883,114,2396,PEUGEOT,BOXER VAN L4H2 2.2 BLUEHDI 180 15M3 FL
11884,114,2397,PEUGEOT,BOXER VAN L4H3 2.2 BLUEHDI 180 17M3 FL
11885,114,2398,PEUGEOT,BOXER VAN L4H2 2.2 BLUEHDI 140 15M3 4.2T FL
11886,114,2399,PEUGEOT,BOXER VAN L4H2 2.2 BLUEHDI 180 15M3 EAT8 FL
11887,114,2400,PEUGEOT,3008 ALLURE 1.2 HYBRID 136 eDCS6(YENI)
11888,114,2401,PEUGEOT,3008 GT 1.2 HYBRID 136 eDCS6 (YENI)
11889,114,2402,PEUGEOT,E-3008 ALLURE 157KW (YENI)
11890,114,2403,PEUGEOT,E-3008 GT 157 KW (YENI)
11891,114,2404,PEUGEOT,2008 ALLURE 1.2 HYBRID 136 eDCS6
11892,114,2405,PEUGEOT,E-208 ALLURE 115KW
11893,114,2406,PEUGEOT,BOXER OTOBUS 19+1 OKUL
11894,114,2407,PEUGEOT,5008 ALLURE 1.2 HYBRID 136 eDCS6
11895,114,2408,PEUGEOT,5008 GT 1.2 HYBRID 136 eDCS6 (YENI)
11896,114,2409,PEUGEOT,E-5008 GT 157KW 210
11897,114,2410,PEUGEOT,2008 GT 1.2 HYBRID 136 eDCS6
11898,117,1001,PONTIAC,PONTIAC G6 2.4
11899,118,19,PORSCHE,911 CARRERA 2 COUPE
11900,118,21,PORSCHE,911 CAR 2 CABRIOLET
11901,118,27,PORSCHE,911 CARRERA 4 COUPE
11902,118,28,PORSCHE,911 CARRERA 4 CABRIO
11903,118,31,PORSCHE,911 CARRERA 4S
11904,118,32,PORSCHE,911 TURBO GT2
11905,118,33,PORSCHE,BOXSTER
11906,118,35,PORSCHE,BOXSTER S
11907,118,36,PORSCHE,911 TURBO
11908,118,38,PORSCHE,CAYENNE S
11909,118,39,PORSCHE,CAYENNE TURBO
11910,118,40,PORSCHE,911 CARRERA 4S CABRIO
11911,118,41,PORSCHE,CAYENNE
11912,118,42,PORSCHE,911 CARRERA S COUPE
11913,118,43,PORSCHE,CAYMAN S
11914,118,44,PORSCHE,CAYMAN
11915,118,45,PORSCHE,911 CARRERA S CABRIOLET
11916,118,46,PORSCHE,911 TARGA 4
11917,118,47,PORSCHE,911 TARGA 4S
11918,118,48,PORSCHE,911 GT3
11919,118,49,PORSCHE,911 GT3 RS
11920,118,50,PORSCHE,CAYENNE TURBO S
11921,118,51,PORSCHE,911 TURBO CABRIOLET
11922,118,52,PORSCHE,CAYENNE GTS
11923,118,53,PORSCHE,CAYENNE DIESEL
11924,118,54,PORSCHE,PANAMERA S
11925,118,55,PORSCHE,PANAMERA 4S
11926,118,56,PORSCHE,PANAMERA TURBO
11927,118,57,PORSCHE,CAYENNE S HYBRID
11928,118,1001,PORSCHE,BOXSTER S BLACK EDITION
11929,118,1002,PORSCHE,911 CARRERA 4 GTS
11930,118,1003,PORSCHE,PANAMERA DIESEL
11931,118,1004,PORSCHE,PANAMERA 4
11932,118,1005,PORSCHE,PANAMERA TURBO S
11933,118,1006,PORSCHE,CAYMAN S BLACK EDITION
11934,118,1007,PORSCHE,911 CARRERA
11935,118,1008,PORSCHE,911 CARRERA CABRIO
11936,118,1009,PORSCHE,911 CARRERA S
11937,118,1010,PORSCHE,911 CARRERA S CABRIO
11938,118,1011,PORSCHE,PANAMERA GTS
11939,118,1012,PORSCHE,CAYENNE S DIESEL
11940,118,1013,PORSCHE,PANAMERA DIESEL PLATINUM EDITION
11941,118,1014,PORSCHE,911 TURBO S
11942,118,1015,PORSCHE,PANEMERA S HYBRID
11943,118,1016,PORSCHE,CAYENNE DIESEL PLATINUM EDITION
11944,118,1017,PORSCHE,MACAN S DIZEL
11945,118,1018,PORSCHE,MACAN S
11946,118,1019,PORSCHE,MACAN TURBO
11947,118,1020,PORSCHE,PANAMERA
11948,118,1021,PORSCHE,PANAMERA 4S EXECUTIVE
11949,118,1022,PORSCHE,PANAMERA TURBO EXECUTIVE
11950,118,1023,PORSCHE,CAYMAN GTS
11951,118,1024,PORSCHE,MACAN 2.0
11952,118,1025,PORSCHE,BOXSTER GTS
11953,118,1026,PORSCHE,BOXSTER SPYDER
11954,118,1027,PORSCHE,CAYMAN GT4
11955,118,1028,PORSCHE,911 CARRERA GTS
11956,118,1029,PORSCHE,911 CARRERA GTS CABRIOLET
11957,118,1030,PORSCHE,CARRERA 4 GTS CABRIOLET
11958,118,1031,PORSCHE,911 TARGA GTS
11959,118,1032,PORSCHE,911 TURBO S CABRIOLET
11960,118,1033,PORSCHE,PANAMERA TURBO S EXECUTIVE
11961,118,1034,PORSCHE,BOXSTER 2.0 (300)
11962,118,1035,PORSCHE,BOXSTER S 2.5 (350)
11963,118,1036,PORSCHE,CAYMAN 2.0 (300)
11964,118,1037,PORSCHE,CAYMAN S 2.5 (350)
11965,118,1038,PORSCHE,MACAN GTS
11966,118,1039,PORSCHE,PANAMERA 2.9 4 E HYBRID
11967,118,1040,PORSCHE,PANAMERA 4.0 V8 4S DIESEL
11968,118,1041,PORSCHE,PANAMERA 4.0 V8 TURBO
11969,118,1042,PORSCHE,PANAMERA 2.9 4 E HYBRID SPORT TURISMO
11970,118,1043,PORSCHE,PANAMERA 2.9 4S DCT
11971,118,1044,PORSCHE,PANAMERA 2.9 4S SPORT TURISMO
11972,118,1045,PORSCHE,PANAMERA 3.0 V6
11973,118,1046,PORSCHE,PANAMERA 3.0 V6 4 SPORT TURISMO
11974,118,1047,PORSCHE,PANAMERA 4.0 V8 4S DIESEL SPORT TURISMO
11975,118,1048,PORSCHE,PANAMERA 4.0 V8 TURBO S E-HYBRID
11976,118,1049,PORSCHE,PANAMERA 4.0 V8 TURBO SPORT TURISMO
11977,118,1050,PORSCHE,911 CARRERA 4 GTS CABRIOLET 3.0
11978,118,1051,PORSCHE,911 CARRERA 4 GTS COUPE 3.0
11979,118,1052,PORSCHE,911 CARRERA GTS CABRIOLET 3.0
11980,118,1053,PORSCHE,911 CARRERA GTS COUPE 3.0
11981,118,1054,PORSCHE,911 CARRERA TARGA 4 GTS 3.0
11982,118,1055,PORSCHE,911 GT3 4.0
11983,118,1056,PORSCHE,911 GT2 RS 3.8
11984,118,1057,PORSCHE,BOXSTER GTS 2.5
11985,118,1058,PORSCHE,CAYMAN GTS 2.5
11986,118,1059,PORSCHE,911 GT3 RS 4.0
11987,118,1060,PORSCHE,PANAMERA 4 3.0 (330)
11988,118,1061,PORSCHE,PANAMERA 4 E HYBRID EXECUTIVE
11989,118,1062,PORSCHE,PANAMERA 4 EXECUTIVE 3.0 (330)
11990,118,1063,PORSCHE,PANAMERA 4S EXECUTIVE 2.9 (440)
11991,118,1064,PORSCHE,PANAMERA TURBO EXECUTIVE 4.0 (550)
11992,118,1065,PORSCHE,PANAMERA TURBO S E-HYBRID EXECUTIVE
11993,118,1066,PORSCHE,BOXSTER T
11994,118,1067,PORSCHE,CAYENNE E-HYBRID
11995,118,1068,PORSCHE,CAYMAN T
11996,118,1069,PORSCHE,CAYENNE COUPE
11997,118,1070,PORSCHE,CAYENNE COUPE TURBO
11998,118,1071,PORSCHE,SPYDER
11999,118,1072,PORSCHE,CAYENNE 3.0 (340)
12000,118,1073,PORSCHE,911 TARGA 4S CABRIOLET 3.0 (420)
12001,118,1074,PORSCHE,BOXSTER GTS 4.0 (400)
12002,118,1075,PORSCHE,CAYMAN GTS 4.0 (400)
12003,118,1076,PORSCHE,CAYMAN GT4 4.0 (420)
12004,118,1077,PORSCHE,911CARRERA 4S 3.0 (450)
12005,118,1078,PORSCHE,911 TURBO S 3.8 (650)
12006,118,1079,PORSCHE,PANAMERA 4 10 YEARS EDITION 2.9 (330)
12007,118,1080,PORSCHE,PANAMERA 4 10 YEARS EDITION E-HYBRID 2.9 462
12008,118,1081,PORSCHE,PANAMERA 4.0 SPORT TURISMO 2.9 (330)
12009,118,1082,PORSCHE,CAYENNE TURBO 4.0 (550)
12010,118,1083,PORSCHE,CAYENNE COUPE E-HYBRID 3.0 (462)
12011,118,1084,PORSCHE,CAYENNE COUPE TURBO S E-HYBRID 4.0 (680)
12012,118,1085,PORSCHE,TAYCAN 4S (530)
12013,118,1086,PORSCHE,TAYCAN TURBO (680)
12014,118,1087,PORSCHE,TAYCAN TURBO S (761)
12015,118,1088,PORSCHE,CAYENNE GTS 3.6 (440)
12016,118,1089,PORSCHE,TAYCAN 4S (571)
12017,118,1090,PORSCHE,CAYENNE COUPE S 2.9 (440)
12018,118,1091,PORSCHE,CAYENNE S 2.9 440
12019,118,1092,PORSCHE,TAYCAN (408) 4x2
12020,118,1093,PORSCHE,911 TURBO S 3.8 (580)
12021,118,1095,PORSCHE,CAYENNE GTS 4.0 (460)
12022,118,1096,PORSCHE,911 TARGA 4 3.0 385
12023,118,1098,PORSCHE,TAYCAN 4S CROSS TURISMO
12024,118,1099,PORSCHE,PANAMERA 4S 3.0 (420)
12025,118,1100,PORSCHE,MACAN 2.0 (265)
12026,118,1101,PORSCHE,TAYCAN (476) 4x2
12027,118,1102,PORSCHE,TAYCAN 4 CROSS TURISMO
12028,118,1103,PORSCHE,CAYMAN 2.9 (265)
12029,118,1104,PORSCHE,PANAMERA 4S E-HYBRID
12030,118,1105,PORSCHE,911 TURBO (991)3.8 (520)
12031,118,1106,PORSCHE,TAYCAN GTS
12032,118,1107,PORSCHE,CAYENNE 3.0 DIZEL (262)
12033,118,1108,PORSCHE,CARRERA 3.0 (370)
12034,118,1109,PORSCHE,911 TARGA 4S 3.0 (450)
12035,118,1110,PORSCHE,718 CAYMAN GT4
12036,118,1111,PORSCHE,911 (992) GT3 TOURING
12037,118,1112,PORSCHE,TAYCAN TURBO CROSS TURISMO (680)
12038,118,1113,PORSCHE,TAYCAN TURBO S CROSS TURISMO (761)
12039,118,1114,PORSCHE,TAYCAN GTS SPORT TURISMO (598)
12040,118,1115,PORSCHE,CAYMAN GT4 RS 4.0 (500)
12041,118,1116,PORSCHE,CAYENNE S 3.6 (420)
12042,118,1117,PORSCHE,PANAMERA 2.9 (330)
12043,118,1118,PORSCHE,PANAMERA 4 2.9 (330)
12044,118,1119,PORSCHE,PANAMERA 4 PLATINUM EDITION 2.9 (330)
12045,118,1120,PORSCHE,PANAMERA 4S 2.9 (330)
12046,118,1121,PORSCHE,PANAMERA 4 E-HYBRID 2.9 (462)
12047,118,1122,PORSCHE,PANAMERA 4 EXECUTIVE 2.9 (330)
12048,118,1123,PORSCHE,CAYENNE PLATINUM EDITION 3.0 (340)
12049,118,1124,PORSCHE,911 CARRERA 4 GTS 3.0 (480)
12050,118,1125,PORSCHE,911 TARGA 4 GTS 3.0 (480)
12051,118,1126,PORSCHE,911 50. YIL PORSCHE DESIGN EDITION
12052,118,1127,PORSCHE,911 CARRERA S CABRIOLET 3.0 (420)
12053,118,1128,PORSCHE,BOXSTER 2.9 (255)
12054,118,1129,PORSCHE,911 CARRERA 4S (400)
12055,118,1130,PORSCHE,911 TURBO S 3.8 (560)
12056,118,1131,PORSCHE,911 CARRERA 4 3.0 (370)
12057,118,1132,PORSCHE,MACAN 2.0 (252)
12058,118,1133,PORSCHE,911 GT3 3.8 (475)
12059,118,1134,PORSCHE,911 CARRERA 4S COUPE (420)
12060,118,1135,PORSCHE,PANAMERA 4S G2II
12061,118,1136,PORSCHE,TAYCAN SPORT TOURISMO 4S
12062,118,1137,PORSCHE,CAYENNE COUPE PLATINUM EDITION 3.0
12063,118,1138,PORSCHE,TAYCAN 4S
12064,118,1139,PORSCHE,MACAN T 2.0 (265)
12065,118,1140,PORSCHE,CAYMAN STYLE EDITION 2.0 (300)
12066,118,1141,PORSCHE,BOXSTER STYLE EDITION 2.0 (300)
12067,118,1142,PORSCHE,911 CARRERA S 3.0 (450)
12068,118,1143,PORSCHE,911 CARRERA 4 3.0 (385)
12069,118,1144,PORSCHE,911 CARRERA 4S 3.0 (450)
12070,118,1145,PORSCHE,911 SPORT CLASSIC 3.8 (550)
12071,118,1146,PORSCHE,911 CARRERA 4S CABRIOLET 3.0 (450)
12072,118,1147,PORSCHE,911 TURBO S CABRIOLET 3.8 (650)
12073,118,1148,PORSCHE,911 GT3 4.0 (510)
12074,118,1149,PORSCHE,911 GT3 RS 4.0 (525)
12075,118,1150,PORSCHE,911 DAKAR 3.0 (480)
12076,118,1151,PORSCHE,PANAMERA 4 E-HYBRID PLATINUM EDITION 2.9 462
12077,118,1152,PORSCHE,PANAMERA 4S 2.9 (440)
12078,118,1153,PORSCHE,PANAMERA 4S SPORT TURISMO 2.9 (440)
12079,118,1154,PORSCHE,PANAMERA TURBO S 4.0 (630)
12080,118,1155,PORSCHE,PANAMERA TURBO S SPORT TURISMO 4.0 (630)
12081,118,1156,PORSCHE,CAYENNE S PLATINUM EDITION 2.9 (440)
12082,118,1157,PORSCHE,CAYENNE E-HYBRID PLATINUM EDITION 3.0 (462)
12083,118,1158,PORSCHE,CAYENNE TURBO S E-HYBRID 4.0 (680)
12084,118,1159,PORSCHE,CAYENNE COUPE GTS 4.0 (460)
12085,118,1160,PORSCHE,CAYENNE COUPE S PLATINUM EDITION 2.9 (440)
12086,118,1161,PORSCHE,CAYENNE COUPE E-HYBRID PLATINUM EDT 3.0 462
12087,118,1162,PORSCHE,MACAN S 2.9 (380)
12088,118,1163,PORSCHE,MACAN GTS 2.9 (440)
12089,118,1164,PORSCHE,911 TURBO 3.8 (500)
12090,118,1165,PORSCHE,PANAMERA SPORT TURISMO GTS 4.0 480
12091,118,1166,PORSCHE,PANAMERA GTS 4.0 V8 480
12092,118,1167,PORSCHE,718 BOXSTER 2.0 (300)
12093,118,1168,PORSCHE,CAYENNE TURBO 4.8 (500)
12094,118,1169,PORSCHE,CAYENNE COUPE S 4.0 V8 (474) FL
12095,118,1170,PORSCHE,CAYENNE FL
12096,118,1171,PORSCHE,CAYENNE S FL
12097,118,1172,PORSCHE,CAYENNE COUPE FL
12098,118,1173,PORSCHE,TAYCAN SPORT TURISMO
12099,118,1174,PORSCHE,718 BOXSTER GTS 4.0
12100,118,1175,PORSCHE,718 CAYMAN GTS 4.0
12101,118,1176,PORSCHE,718 SPYDER RS
12102,118,1177,PORSCHE,CAYENNE E-HYBRID FL
12103,118,1178,PORSCHE,CAYENNE E-HYBRID COUPE FL
12104,118,1179,PORSCHE,CAYENNE S E-HYBRID 3.0 (519)
12105,118,1180,PORSCHE,TAYCAN FL
12106,118,1181,PORSCHE,TAYCAN 4S FL
12107,118,1182,PORSCHE,TAYCAN TURBO FL
12108,118,1183,PORSCHE,TAYCAN TURBO S FL
12109,118,1184,PORSCHE,TAYCAN SPORT TURISMO FL
12110,118,1185,PORSCHE,TAYCAN 4S SPORT TURISMO FL
12111,118,1186,PORSCHE,TAYCAN TURBO SPORT TURISMO FL
12112,118,1187,PORSCHE,TAYCAN TURBO S SPORT TURISMO FL
12113,118,1188,PORSCHE,TAYCAN 4 CROSS TURISMO FL
12114,118,1189,PORSCHE,TAYCAN 4S CROSS TURISMO FL
12115,118,1190,PORSCHE,TAYCAN TURBO CROSS TURISMO FL
12116,118,1191,PORSCHE,TAYCAN TURBO S CROSS TURISMO FL
12117,118,1192,PORSCHE,PANAMERA TURBO E-HYBRID
12118,118,1193,PORSCHE,PANAMERA 4 2.9 (353)
12119,118,1194,PORSCHE,PANAMERA 4 E-HYBRID 2.9 (519)
12120,118,1195,PORSCHE,CAYENNE TURBO E-HYBRID
12121,118,1196,PORSCHE,CAYENNE TURBO E-HYBRID GT
12122,118,1197,PORSCHE,TAYCAN TURBO GT
12123,118,1198,PORSCHE,MACAN 4 300KW (408)
12124,118,1199,PORSCHE,MACAN TURBO 470KW (639)
12125,118,1200,PORSCHE,911 CARRERA 3.0 (394)
12126,118,1201,PORSCHE,911 CARRERA GTS 3.6 (485)
12127,118,1202,PORSCHE,911 CARRERA GTS CABRIOLET 3.6 (485)
12128,118,1203,PORSCHE,911 CARRERA 4 GTS 3.6 (485)
12129,118,1204,PORSCHE,911 TARGA 4 GTS 3.6 (485)
12130,118,1205,PORSCHE,911 CARRERA 4 GTS CABRIOLET 3.6 (485)
12131,119,6,TATA,TELCOLINE 4x2 TEK KABIN K.NET
12132,119,7,TATA,TELCOLINE 4x2 CIFT KABIN K.NET
12133,119,9,TATA,TELCOLINE 4x4 CIFT KABIN KAMYONET
12134,119,20,TATA,INDICA 1.4 NA BASIC
12135,119,21,TATA,INDICA 1.4 TDI TREND
12136,119,22,TATA,INDICA 1.4 TDI COMFORT
12137,119,23,TATA,SAFARI 2.0 TDI
12138,119,24,TATA,INDIGO 1.4 TDI TREND
12139,119,25,TATA,INDIGO 1.4 TDI COMFORT
12140,119,26,TATA,MARINA 1.4 TDI COMFORT
12141,119,28,TATA,TELCOLINE 4x4 C. KABIN K.NET BLACKLINE
12142,119,29,TATA,INDIGO 1.4 TREND
12143,119,30,TATA,INDIGO 1.4 COMFORT
12144,119,31,TATA,TATA DICOR 3.0
12145,119,32,TATA,KAMYONET T35
12146,119,33,TATA,ISOTO LP 613 OTOBUS
12147,119,102,TATA,KAMYON K4MVF
12148,119,103,TATA,INDICA 1.4 MPFI COMFORT
12149,119,104,TATA,INDIGO 1.4 MPFI COMFORT
12150,119,105,TATA,INDIGO 1.4 MPFI TREND
12151,119,106,TATA,XENON CIFT KABIN KAMYONET 4x4
12152,119,107,TATA,XENON CIFT KABIN KAMYONET 4x2
12153,119,108,TATA,MARINA 1.4 TDI TREND
12154,119,109,TATA,VISTA 1.3 QUADROJET MYSTIC
12155,119,110,TATA,VISTA 1.4 SAFIRE MYSTIC
